"CD_TOPIC";"LB_TOPIC_DESC";"CD_DIVISION";"LB_DIVISION_DESC"
"SC1-HCO-13-2016";"Healthcare Workforce IT skills";"EU.3.1.6.";"Health care provision and integrated care"
"SC1-HCO-13-2018";"Setting the priorities for a European environment, climate and health research agenda";"EU.3.1.6.";"Health care provision and integrated care"
"SC1-HCO-14-2016";"EU-US interoperability roadmap";"EU.3.1.5.";"Methods and data"
"SC1-HCO-15-2016";"EU eHealth Interoperability conformity assessment";"EU.3.1.5.";"Methods and data"
"SC1-HCO-16-2016";"Standardisation needs in the field of ICT for Active and Healthy Ageing";"EU.3.1.4.";"Active ageing and self-management of health"
"SC1-HCO-17-2017";"Support for large scale uptake of Digital Innovation for Active and Healthy Ageing";"EU.3.1.4.";"Active ageing and self-management of health"
"SC1-PM-01-2016";"Multi omics for personalised therapies addressing diseases of the immune system";"EU.3.1.1.";"Understanding health, wellbeing and disease"
"SC1-PM-02-2017";"New concepts in patient stratification";"EU.3.1.1.";"Understanding health, wellbeing and disease"
"SC1-PM-03-2017";"Diagnostic characterisation of rare diseases";"EU.3.1.1.";"Understanding health, wellbeing and disease"
"SC1-PM-04-2016";"Networking and optimising the use of population and patient cohorts at EU level";"EU.3.1.1.";"Understanding health, wellbeing and disease"
"SC1-PM-05-2016";"The European Human Biomonitoring Initiative";"EU.3.1.2.";"Preventing disease"
"SC1-PM-06-2016";"Vaccine development for malaria and/or neglected infectious diseases";"EU.3.1.2.";"Preventing disease"
"SC1-PM-07-2017";"Promoting mental health and well-being in the young";"EU.3.1.2.";"Preventing disease"
"SC1-PM-08-2017";"New therapies for rare diseases";"EU.3.1.3.";"Treating and managing disease"
"SC1-PM-09-2016";"New therapies for chronic diseases";"EU.3.1.3.";"Treating and managing disease"
"SC1-PM-10-2017";"Comparing the effectiveness of existing healthcare interventions in the adult population";"EU.3.1.3.";"Treating and managing disease"
"SC1-PM-11-2016-2017";"Clinical research on regenerative medicine";"EU.3.1.3.";"Treating and managing disease"
"SC1-PM-12-2016";"PCP - eHealth innovation in empowering the patient";"EU.3.1.4.";"Active ageing and self-management of health"
"SC1-PM-13-2016";"PPI for deployment and scaling up of ICT solutions for active and healthy ageing";"EU.3.1.4.";"Active ageing and self-management of health"
"SC1-PM-14-2016";"EU-Japan cooperation on Novel ICT Robotics based solutions for active and healthy ageing at home or in care facilities";"EU.3.1.4.";"Active ageing and self-management of health"
"SC1-PM-15-2017";"Personalised coaching for well-being and care of people as they age";"EU.3.1.4.";"Active ageing and self-management of health"
"SC1-PM-16-2017";"In-silico trials for developing and assessing biomedical products";"EU.3.1.5.";"Methods and data"
"SC1-PM-17-2017";"Personalised computer models and in-silico systems for well-being";"EU.3.1.5.";"Methods and data"
"SC1-PM-18-2016";"Big Data supporting Public Health policies";"EU.3.1.5.";"Methods and data"
"SC1-PM-19-2017";"PPI for uptake of standards for the exchange of digitalised healthcare records";"EU.3.1.5.";"Methods and data"
"SC5-12b-2015";"Materials under extreme conditions";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13-2016-2017";"New solutions for sustainable production of raw materials";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13-2018-2019";"Strengthening international cooperation on sustainable urbanisation: nature-based solutions for restoration and rehabilitation of urban ecosystems";"EU.3.5.1.";"Fighting and adapting to climate change"
"SC5-13-2018-2019";"Strengthening international cooperation on sustainable urbanisation: nature-based solutions for restoration and rehabilitation of urban ecosystems";"EU.3.5.2.";"Protection of the environment, sustainable management of natural resources, water , biodiversity and ecosystems"
"SC5-13-2018-2019";"Strengthening international cooperation on sustainable urbanisation: nature-based solutions for restoration and rehabilitation of urban ecosystems";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"SC5-13a-2014";"Mineral deposits of public importance";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13b-2014";"Strategic international dialogues and cooperation on raw materials with technologically advanced countries";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13c-2015";"Innovation friendly minerals policy framework";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13d-2015";"Raw materials research and innovation coordination";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13e-2015";"Raw materials intelligence capacity";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-13f-2015";"Strategic international dialogues and cooperation with raw materials producing countries and industry";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-14-2014";"Consolidating global knowledge on the green economy in support of sustainable development objectives in Europe and internationally";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"SC5-14-2016-2017";"Raw materials Innovation actions";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-14-2019";"Visionary and integrated solutions to improve well-being and health in cities";"EU.3.5.2.";"Protection of the environment, sustainable management of natural resources, water , biodiversity and ecosystems"
"SC5-15-2015";"Strengthening the European Research Area in the domain of Earth Observation";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-15-2016-2017";"Raw materials policy support actions";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-15-2018";"Strengthening the benefits for Europe of the Global Earth Observation System of Systems (GEOSS) - establishing 'EuroGEOSS'";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-16-2014";"Making Earth Observation and Monitoring Data usable for ecosystem modelling and services";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-16-2016-2017";"Raw materials international co-operation";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-16-2019";"Development of commercial activities and services through the use of GEOSS and Copernicus data";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-17-2015";"Demonstrating the concept of 'Citizen Observatories'";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-17-2016";"ERA-NET Cofund on Raw materials";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"SC5-17-2018";"Towards operational forecasting of earthquakes and early warning capacity for more resilient societies";"EU.3.5.2.3.";"Provide knowledge and tools for effective decision making and public engagement"
"SC5-18-2017";"Novel in-situ observation systems";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-18-2018";"Valuing nature: mainstreaming natural capital in policies and in business decision-making";"EU.3.5.2.";"Protection of the environment, sustainable management of natural resources, water , biodiversity and ecosystems"
"SC5-18a-2014";"Coordinating European Observation Networks to reinforce the knowledge base for climate, natural resources and raw materials";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-18b-2015";"Integrating North African, Middle East and Balkan Earth Observation capacities in GEOSS";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-19-2017";"Coordination of citizens' observatories initiatives";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-19-2018";"International network to promote cultural heritage innovation and diplomacy";"EU.3.5.6.";"Cultural heritage"
"SC5-19a-2014";"Facilitating transnational cooperation between NCPs in Societal Challenge 5";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"SC5-19b-2015";"Mapping Member State research and innovation in climate change, environment, resource efficiency and raw materials";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"SC5-20-2014";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"SC5-20-2014";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"SC5-20-2014-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"SC5-20-2014-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"SC5-20-2015";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"SC5-20-2015";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"SC5-20-2015-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"SC5-20-2015-1";"Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"SC5-20-2016";"European data hub of the GEOSS information system";"EU.3.5.5.";"Developing comprehensive and sustained global environmental observation and information systems"
"SC5-20-2019";"Transforming historic urban areas and/or cultural landscapes into hubs of entrepreneurship and social and cultural integration";"EU.3.5.6.";"Cultural heritage"
